"Gene","Spearman_rho","p_value","FDR","Absolute_Spearman_rho","Direction","Stage16B_Strong_Gene"
"NOTCH3",0.36073768645889,3.98526399619883e-206,3.06482401985255e-204,0.36073768645889,"Increasing",TRUE
"OAT",0.360668670946773,4.83303997806507e-206,3.70361680588603e-204,0.360668670946773,"Increasing",TRUE
"HADHB",0.36052728356052,7.17390547952842e-206,5.4780246435551e-204,0.36052728356052,"Increasing",TRUE
"PRPF31",0.360146509521154,2.07629075494853e-205,1.57988180332527e-203,0.360146509521154,"Increasing",TRUE
"PSMD4",0.359708010116978,7.04703224409388e-205,5.34338129104802e-203,0.359708010116978,"Increasing",TRUE
"PSMB4",0.359244628625147,2.55817086404418e-204,1.93293959342639e-202,0.359244628625147,"Increasing",TRUE
"SRP19",0.359170339252344,3.14492019534435e-204,2.36800437008333e-202,0.359170339252344,"Increasing",TRUE
"KIT",0.358926497153076,6.19156515705939e-204,4.64582371680741e-202,0.358926497153076,"Increasing",TRUE
"DHPS",0.358222061807673,4.36754280001014e-203,3.2658339068588e-201,0.358222061807673,"Increasing",TRUE
"AP3S1",0.357515062355777,3.08743130310354e-202,2.30066863655405e-200,0.357515062355777,"Increasing",TRUE
"MAGEF1",0.357492062024758,3.28997479965025e-202,2.44317372578838e-200,0.357492062024758,"Increasing",TRUE
"MGST3",0.357203555710901,7.29694721716062e-202,5.40024073160414e-200,0.357203555710901,"Increasing",TRUE
"EBLN3P",0.356814921128006,2.13100441058892e-201,1.57170666596677e-199,0.356814921128006,"Increasing",TRUE
"LAGE3",0.356561199978134,4.28644937636947e-201,3.1506860892294e-199,0.356561199978134,"Increasing",TRUE
"TMEM14A",0.356325041564173,8.21016016893097e-201,6.01429021188468e-199,0.356325041564173,"Increasing",TRUE
"IGLC2",-0.356118508906512,1.44877079049238e-200,1.05770056697771e-198,0.356118508906512,"Decreasing",TRUE
"DNAJC19",0.355824929348849,3.2455253497253e-200,2.36147484200551e-198,0.355824929348849,"Increasing",TRUE
"SSB",0.355610951290871,5.83927886051787e-200,4.23445691865071e-198,0.355610951290871,"Increasing",TRUE
"PSMB2",0.355497110037139,7.97965435706436e-200,5.76723513900203e-198,0.355497110037139,"Increasing",TRUE
"SELENBP1",0.355197326006583,1.81495016689927e-199,1.30736910355644e-197,0.355197326006583,"Increasing",TRUE
"SEC63",0.355182072460041,1.89240057953436e-199,1.35863044929361e-197,0.355182072460041,"Increasing",TRUE
"DPY30",0.353921093561445,5.94068840407299e-198,4.25093630503369e-196,0.353921093561445,"Increasing",TRUE
"TMEM123",0.353304615919374,3.18513898000335e-197,2.27164532534232e-195,0.353304615919374,"Increasing",TRUE
"COMMD6",0.353254041070043,3.65498760016685e-197,2.59816717235545e-195,0.353254041070043,"Increasing",TRUE
"ATP5PB",0.353116054951591,5.31948757864815e-197,3.76898775654382e-195,0.353116054951591,"Increasing",TRUE
"FAM178B",0.353094849287133,5.63520699950795e-197,3.97963474703813e-195,0.353094849287133,"Increasing",TRUE
"CSNK2B",0.352814037517211,1.20869360152892e-196,8.50810056320521e-195,0.352814037517211,"Increasing",TRUE
"PLTP",0.352467341562767,3.09749830317188e-196,2.17327721855664e-194,0.352467341562767,"Increasing",TRUE
"MRPL58",0.351739868879594,2.22281492804599e-195,1.55453173446841e-193,0.351739868879594,"Increasing",TRUE
"HEXIM1",0.351136143592044,1.13627876577112e-194,7.92096262203674e-193,0.351136143592044,"Increasing",TRUE
"PCBD1",0.350875904805004,2.29320224643317e-194,1.59344374744118e-192,0.350875904805004,"Increasing",TRUE
"SLC3A2",0.350578361814502,5.11399335836686e-194,3.5420960408432e-192,0.350578361814502,"Increasing",TRUE
"ERGIC3",0.349714096872365,5.22840351559509e-193,3.60976996715687e-191,0.349714096872365,"Increasing",TRUE
"EIF4G1",0.349514091096394,8.94451372009517e-193,6.15576246787442e-191,0.349514091096394,"Increasing",TRUE
"HDAC2",0.349275027276681,1.69847451359461e-192,1.16520743615173e-190,0.349275027276681,"Increasing",TRUE
"AHSA1",0.349086774434933,2.81317663005494e-192,1.92382110681922e-190,0.349086774434933,"Increasing",TRUE
"SF3B5",0.348894773638805,4.70481612338251e-192,3.20728947717022e-190,0.348894773638805,"Increasing",TRUE
"YIF1A",0.348840592547166,5.43927073948024e-192,3.69630945535119e-190,0.348840592547166,"Increasing",TRUE
"GMPS",0.348571871576901,1.11636582181635e-191,7.56259103744554e-190,0.348571871576901,"Increasing",TRUE
"SSR2",0.3471714928084,4.67898772583586e-190,3.15977889860353e-188,0.3471714928084,"Increasing",TRUE
"PGAM1",0.346786613513478,1.30191061148762e-189,8.76457579883096e-188,0.346786613513478,"Increasing",TRUE
"SUMO1",0.346608846447153,2.08757215588123e-189,1.40100727604327e-187,0.346608846447153,"Increasing",TRUE
"NDUFB9",0.346482468770192,2.91971981871128e-189,1.95341007066102e-187,0.346482468770192,"Increasing",TRUE
"ACTG1",-0.345678196270623,2.46036098592957e-188,1.64100002796105e-186,0.345678196270623,"Decreasing",TRUE
"MYC",0.345537107938158,3.57354699831446e-188,2.37613386564847e-186,0.345537107938158,"Increasing",TRUE
"RPN2",0.345358216539076,5.73472442463787e-188,3.80145382872468e-186,0.345358216539076,"Increasing",TRUE
"SF3B2",0.345040995162351,1.32565979644751e-187,8.76070587193599e-186,0.345040995162351,"Increasing",TRUE
"MT-ND4L",-0.345001288962706,1.4721551275014e-187,9.69916838576378e-186,0.345001288962706,"Decreasing",TRUE
"LGALS1",0.344947315216626,1.69754603159375e-187,1.11501427789486e-185,0.344947315216626,"Increasing",TRUE
"YIPF2",0.344578465852655,4.49045884804099e-187,2.94057017291411e-185,0.344578465852655,"Increasing",TRUE
"CEBPD",-0.343985250083179,2.14063092349951e-186,1.39755390504001e-184,0.343985250083179,"Decreasing",TRUE
"FDPS",0.343943054250091,2.3918276233542e-186,1.55684924520134e-184,0.343943054250091,"Increasing",TRUE
"MTCH1",0.34392629869283,2.4995557235009e-186,1.62208405960524e-184,0.34392629869283,"Increasing",TRUE
"GCHFR",0.343857225003273,2.99726184030997e-186,1.93924635835624e-184,0.343857225003273,"Increasing",TRUE
"PARL",0.343665667783164,4.9581752458843e-186,3.19839304667342e-184,0.343665667783164,"Increasing",TRUE
"RPS24",0.343362080756832,1.10013806571147e-185,7.07559035715028e-184,0.343362080756832,"Increasing",TRUE
"EMP2",0.343154417618398,1.89664058892109e-185,1.21621374262863e-183,0.343154417618398,"Increasing",TRUE
"ID1",0.343138907245219,1.97535340431205e-185,1.26294044577466e-183,0.343138907245219,"Increasing",TRUE
"EIF4A2",0.342018064478334,3.70801734715559e-184,2.36372433250833e-182,0.342018064478334,"Increasing",TRUE
"KRT16",0.341798596815955,6.57482311399596e-184,4.17888022039567e-182,0.341798596815955,"Increasing",TRUE
"ASNA1",0.341754904886684,7.36851530052726e-184,4.66960749690305e-182,0.341754904886684,"Increasing",TRUE
"CFL1",0.341019801871886,4.99961502054036e-183,3.15911346765723e-181,0.341019801871886,"Increasing",TRUE
"MAF1",0.339971490383599,7.60142650725388e-182,4.7891203155031e-180,0.339971490383599,"Increasing",TRUE
"MRPS12",0.339716986830087,1.46944594552629e-181,9.23102525663465e-180,0.339716986830087,"Increasing",TRUE
"TET1",0.338985805921065,9.72893719886056e-181,6.09398066282251e-179,0.338985805921065,"Increasing",TRUE
"TCP1",0.338773067097827,1.68458921071681e-180,1.05213794345637e-178,0.338773067097827,"Increasing",TRUE
"POLR1D",0.338725939512162,1.90233568414128e-180,1.18471107015254e-178,0.338725939512162,"Increasing",TRUE
"RPLP2",0.338613853684205,2.53986461638352e-180,1.57719753908183e-178,0.338613853684205,"Increasing",TRUE
"RAD23B",0.337887677655831,1.64733308140133e-179,1.02002486788202e-177,0.337887677655831,"Increasing",TRUE
"FGFBP2",0.337367113859073,6.27337872653266e-179,3.87336326515345e-177,0.337367113859073,"Increasing",TRUE
"DLX1",0.337065065519098,1.36125559373923e-178,8.38083572099851e-177,0.337065065519098,"Increasing",TRUE
"FXYD6",0.336935413352559,1.89774364397139e-178,1.16506364051766e-176,0.336935413352559,"Increasing",TRUE
"ILF2",0.336907560280286,2.03811113317184e-178,1.24769352940066e-176,0.336907560280286,"Increasing",TRUE
"TPM1",-0.33669433750659,3.51852551867752e-178,2.14789086041303e-176,0.33669433750659,"Decreasing",TRUE
"POLE4",0.336409233660819,7.29694738286135e-178,4.44188825193334e-176,0.336409233660819,"Increasing",TRUE
"FKBP8",0.335933260573884,2.46177735126974e-177,1.49435417306008e-175,0.335933260573884,"Increasing",TRUE
"RFC4",0.335637572857064,5.23422690612646e-177,3.16839337370848e-175,0.335637572857064,"Increasing",TRUE
"GADD45GIP1",0.3356213132972,5.45577767950075e-177,3.29327809089417e-175,0.3356213132972,"Increasing",TRUE
"DNAJB11",0.335582321779751,6.02597472817497e-177,3.62733464835268e-175,0.335582321779751,"Increasing",TRUE
"UBC",-0.335477787213262,7.86565617413057e-177,4.72157860897116e-175,0.335477787213262,"Decreasing",TRUE
"AQP3",0.334985079740772,2.75738885289646e-176,1.65061421360367e-174,0.334985079740772,"Increasing",TRUE
"RPL10A",0.334601243024842,7.31466310460739e-176,4.36657098592723e-174,0.334601243024842,"Increasing",TRUE
"MT2A",-0.334321692789169,1.48727930282963e-175,8.8540236182227e-174,0.334321692789169,"Decreasing",TRUE
"ERG28",0.33427819795341,1.66079390291322e-175,9.85982314339415e-174,0.33427819795341,"Increasing",TRUE
"UBA52",0.333961109607782,3.71067362449225e-175,2.19692211028158e-173,0.333961109607782,"Increasing",TRUE
"C19orf48",0.33385944157335,4.80074874437566e-175,2.83454044715732e-173,0.33385944157335,"Increasing",TRUE
"CRIPT",0.333534915107052,1.09162121846469e-174,6.42777507657272e-173,0.333534915107052,"Increasing",TRUE
"EWSR1",0.33345089820605,1.35009416729486e-174,7.92813449870702e-173,0.33345089820605,"Increasing",TRUE
"SMIM22",-0.333082607156727,3.42442388492154e-174,2.00546883883887e-172,0.333082607156727,"Decreasing",TRUE
"TUBA1C",0.332207858079985,3.10777940244408e-173,1.81511115910315e-171,0.332207858079985,"Increasing",TRUE
"PRDX4",0.331948558306958,5.96738791015135e-173,3.47588282313667e-171,0.331948558306958,"Increasing",TRUE
"MXRA8",0.331832886820823,7.98157175857417e-173,4.63660660491365e-171,0.331832886820823,"Increasing",TRUE
"TMEM14C",0.331677657677131,1.17896338836952e-172,6.83040182913278e-171,0.331677657677131,"Increasing",TRUE
"DCUN1D5",0.331384088201539,2.46389707184868e-172,1.42365817440241e-170,0.331384088201539,"Increasing",TRUE
"SSR1",0.331298952599323,3.05065111167279e-172,1.75798854728664e-170,0.331298952599323,"Increasing",TRUE
"MDFI",0.331200930440777,3.90092802677749e-172,2.24199613453887e-170,0.331200930440777,"Increasing",TRUE
"PARP1",0.330567364901298,1.90705179643521e-171,1.09314030029085e-169,0.330567364901298,"Increasing",TRUE
"RPL32",0.330168328719174,5.17122779407623e-171,2.95635536058168e-169,0.330168328719174,"Increasing",TRUE
"PSMG1",0.329933563093552,9.29337894674149e-171,5.29894245485709e-169,0.329933563093552,"Increasing",TRUE
"EIF3D",0.329930564091368,9.3632002447177e-171,5.32470413916709e-169,0.329930564091368,"Increasing",TRUE
"CCND1",0.329213872956847,5.5873459071322e-170,3.16909567068574e-168,0.329213872956847,"Increasing",TRUE
"RASIP1",0.329169357631847,6.24197562521215e-170,3.53112809583336e-168,0.329169357631847,"Increasing",TRUE
"CLIC1",0.329050186562443,8.39641850344522e-170,4.73750923915016e-168,0.329050186562443,"Increasing",TRUE
"HSPB11",0.329048379598914,8.43424422285208e-170,4.74645879312066e-168,0.329048379598914,"Increasing",TRUE
"UQCRFS1",0.32880683552275,1.53769766828213e-169,8.63107704196801e-168,0.32880683552275,"Increasing",TRUE
"RFXANK",0.328561220227316,2.83040428919045e-169,1.58458644273072e-167,0.328561220227316,"Increasing",TRUE
"LSM10",0.328474634943348,3.50914168046968e-169,1.95949746033462e-167,0.328474634943348,"Increasing",TRUE
"CDA",0.32832823005465,5.04636701829404e-169,2.81061833158078e-167,0.32832823005465,"Increasing",TRUE
"MED10",0.328097529361987,8.94178065925123e-169,4.96740051533211e-167,0.328097529361987,"Increasing",TRUE
"FOLR1",0.327660821935811,2.63711442375236e-168,1.46123186403304e-166,0.327660821935811,"Increasing",TRUE
"MORF4L2",0.327456194128832,4.37473737636447e-168,2.41785357297279e-166,0.327456194128832,"Increasing",TRUE
"EXOSC3",0.327410862782046,4.89357833646914e-168,2.69770989416067e-166,0.327410862782046,"Increasing",TRUE
"TSPO",0.327381005964607,5.26842454381918e-168,2.89696321607971e-166,0.327381005964607,"Increasing",TRUE
"CLEC7A",0.327278459245311,6.78808345752921e-168,3.72310871871082e-166,0.327278459245311,"Increasing",TRUE
"VPS72",0.326625045926002,3.40465726477638e-167,1.8626492023245e-165,0.326625045926002,"Increasing",TRUE
"MDK",0.326548038319481,4.11619478514044e-167,2.24623659865871e-165,0.326548038319481,"Increasing",TRUE
"STMP1",0.326064244568312,1.3544378388716e-166,7.37264526398368e-165,0.326064244568312,"Increasing",TRUE
"FIBP",0.325766423742152,2.81651757481773e-166,1.5292699696435e-164,0.325766423742152,"Increasing",TRUE
"MRPS14",0.325625899922837,3.97750809689132e-166,2.15423433518349e-164,0.325625899922837,"Increasing",TRUE
"BAMBI",0.325488358415959,5.57507992594367e-166,3.01193692999107e-164,0.325488358415959,"Increasing",TRUE
"GORASP2",0.325333584669418,8.15026759232758e-166,4.39220156284786e-164,0.325333584669418,"Increasing",TRUE
"IL32",-0.325318533957721,8.45676272742962e-166,4.54603588407349e-164,0.325318533957721,"Decreasing",TRUE
"ERP44",0.325065559410043,1.5723167840569e-165,8.43120737058802e-164,0.325065559410043,"Increasing",TRUE
"IGHG1",-0.324898007813475,2.37020508737797e-165,1.26782504797619e-163,0.324898007813475,"Decreasing",TRUE
"CBX5",0.324784913866718,3.12632577320427e-165,1.66814567799862e-163,0.324784913866718,"Increasing",TRUE
"ATP6V1G1",0.324553895118638,5.50182652749555e-165,2.92843525268913e-163,0.324553895118638,"Increasing",TRUE
"PTX3",0.324465692394601,6.82607901887446e-165,3.62436284024268e-163,0.324465692394601,"Increasing",TRUE
"S100P",0.324457110322338,6.97080811546575e-165,3.69213635723566e-163,0.324457110322338,"Increasing",TRUE
"MARCKSL1",0.324264079295443,1.11725134788097e-164,5.90312998232461e-163,0.324264079295443,"Increasing",TRUE
"HNRNPA1",0.323914049242112,2.62580081982854e-164,1.38398916381694e-162,0.323914049242112,"Increasing",TRUE
"EI24",0.323852933908279,3.04794558157644e-164,1.60258160627413e-162,0.323852933908279,"Increasing",TRUE
"YBX1",0.323840062568995,3.14514849332096e-164,1.64967618788024e-162,0.323840062568995,"Increasing",TRUE
"YIPF3",0.323487352072756,7.43001277614132e-164,3.88771370683811e-162,0.323487352072756,"Increasing",TRUE
"SMIM7",0.323376684346161,9.72813276896748e-164,5.07789732215911e-162,0.323376684346161,"Increasing",TRUE
"RBM17",0.322794733913127,4.00569268107812e-163,2.08585587561682e-161,0.322794733913127,"Increasing",TRUE
"PCBP2",0.322677666780955,5.32301670176795e-163,2.76515362800974e-161,0.322677666780955,"Increasing",TRUE
"RTRAF",0.322471059548467,8.78919057944493e-163,4.55478197654209e-161,0.322471059548467,"Increasing",TRUE
"PSIP1",0.322444318780793,9.37831067034193e-163,4.8484519996672e-161,0.322444318780793,"Increasing",TRUE
"YEATS4",0.321951996116554,3.0928104304642e-162,1.59512251556877e-160,0.321951996116554,"Increasing",TRUE
"NAP1L1",0.321936881534448,3.20809943102622e-162,1.65064354058278e-160,0.321936881534448,"Increasing",TRUE
"NOP10",0.321870966148732,3.76316993961918e-162,1.93164138705868e-160,0.321870966148732,"Increasing",TRUE
"HSF1",0.321790184628303,4.57579864088916e-162,2.34319925662594e-160,0.321790184628303,"Increasing",TRUE
"SAP18",0.321706338423808,5.60497553387962e-162,2.8634402195541e-160,0.321706338423808,"Increasing",TRUE
"SERTAD4",0.321524586192668,8.69890974515087e-162,4.43357168850732e-160,0.321524586192668,"Increasing",TRUE
"PPP4C",0.32133061487913,1.39009128789573e-161,7.06820534857101e-160,0.32133061487913,"Increasing",TRUE
"ANKRD35",0.321239740190545,1.73127899732338e-161,8.78238007797143e-160,0.321239740190545,"Increasing",TRUE
"NIPSNAP3A",0.32122274963327,1.80378915335743e-161,9.12877836160519e-160,0.32122274963327,"Increasing",TRUE
"PSMD2",0.320775048711826,5.31241338253064e-161,2.68227227094596e-159,0.320775048711826,"Increasing",TRUE
"LAMTOR5",0.32075017629504,5.640660084186e-161,2.84136746898041e-159,0.32075017629504,"Increasing",TRUE
"SUMO3",0.320556821533161,8.9879750152846e-161,4.51698000186744e-159,0.320556821533161,"Increasing",TRUE
"RBX1",0.320368809185584,1.41338305407783e-160,7.0865911365712e-159,0.320368809185584,"Increasing",TRUE
"LSM4",0.320109687828516,2.63622480734749e-160,1.31872264089767e-158,0.320109687828516,"Increasing",TRUE
"PSENEN",0.320079240447798,2.83645153283462e-160,1.41560548786504e-158,0.320079240447798,"Increasing",TRUE
"ARF4",0.31987355028312,4.65005845678225e-160,2.31538625002453e-158,0.31987355028312,"Increasing",TRUE
"CCNH",0.319542724410606,1.02894836972829e-159,5.11162626892606e-158,0.319542724410606,"Increasing",TRUE
"PRPF40A",0.319336570722956,1.68701297911412e-159,8.36154827492115e-158,0.319336570722956,"Increasing",TRUE
"GRN",0.31918393155017,2.43217321247272e-159,1.20272913321591e-157,0.31918393155017,"Increasing",TRUE
"SDHB",0.318918211606306,4.59568345417036e-159,2.26741368595026e-157,0.318918211606306,"Increasing",TRUE
"CXADR",0.318494640367608,1.2655899306389e-158,6.22993129865753e-157,0.318494640367608,"Increasing",TRUE
"MT-ND1",-0.318264407794954,2.19343352555253e-158,1.07727496561796e-156,0.318264407794954,"Decreasing",TRUE
"C1orf122",0.318051071716415,3.6495552031265e-158,1.7883648058858e-156,0.318051071716415,"Increasing",TRUE
"NDUFB7",0.317858173765678,5.78117342728963e-158,2.82649678198482e-156,0.317858173765678,"Increasing",TRUE
"ECH1",0.317737038278634,7.71605088091098e-158,3.76396974122994e-156,0.317737038278634,"Increasing",TRUE
"THYN1",0.317660790756057,9.25302542410307e-158,4.50355584267719e-156,0.317660790756057,"Increasing",TRUE
"SMCO4",0.317491528315591,1.38460741947756e-157,6.7239025471708e-156,0.317491528315591,"Increasing",TRUE
"TRMT10C",0.317053145367929,3.92781652312577e-157,1.90314159338e-155,0.317053145367929,"Increasing",TRUE
"MLF2",0.316885372719679,5.85125041604782e-157,2.82875887004012e-155,0.316885372719679,"Increasing",TRUE
"CHST9",0.316789405406008,7.34871804915193e-157,3.54477225540565e-155,0.316789405406008,"Increasing",TRUE
"HLA-A",-0.316788225047373,7.36933942845858e-157,3.54680233962116e-155,0.316788225047373,"Decreasing",TRUE
"TM9SF2",0.316468683279983,1.57282218180251e-156,7.55304163305605e-155,0.316468683279983,"Increasing",TRUE
"CLU",-0.316167482590279,3.21115531954057e-156,1.53864892362022e-154,0.316167482590279,"Decreasing",TRUE
"FAM3B",0.316095352386117,3.8092628433875e-156,1.82119845233637e-154,0.316095352386117,"Increasing",TRUE
"APLP2",0.316014825050179,4.60926748468795e-156,2.19881391488094e-154,0.316014825050179,"Increasing",TRUE
"HNRNPH3",0.315942642743047,5.46791079923397e-156,2.60267736500983e-154,0.315942642743047,"Increasing",TRUE
"LAPTM4B",0.315927271602786,5.67044738414593e-156,2.69315094442623e-154,0.315927271602786,"Increasing",TRUE
"TBCA",0.31584198692041,6.93811886208919e-156,3.28799887302078e-154,0.31584198692041,"Increasing",TRUE
"LMCD1",0.315742543073498,8.77763165745743e-156,4.15064814261827e-154,0.315742543073498,"Increasing",TRUE
"GTPBP4",0.315682770582944,1.01099479888196e-155,4.77021781743213e-154,0.315682770582944,"Increasing",TRUE
"ARPC3",0.315628256912329,1.15002859577724e-155,5.41440478316909e-154,0.315628256912329,"Increasing",TRUE
"RPL39L",0.315588990715145,1.26185406069783e-155,5.92797092427828e-154,0.315588990715145,"Increasing",TRUE
"LURAP1L",0.315528612571915,1.45534429898357e-155,6.82212370955206e-154,0.315528612571915,"Increasing",TRUE
"DNAJC9",0.315518002957901,1.49228316709491e-155,6.98013836383572e-154,0.315518002957901,"Increasing",TRUE
"MBOAT7",0.315462708926653,1.70049688666531e-155,7.93687639758904e-154,0.315462708926653,"Increasing",TRUE
"SRP72",0.315049627402407,4.50776813891175e-155,2.09941529055782e-153,0.315049627402407,"Increasing",TRUE
"AC011503.1",0.315038171348606,4.63120244049849e-155,2.15226418793919e-153,0.315038171348606,"Increasing",TRUE
"FYTTD1",0.315031763709604,4.70170774974366e-155,2.18034129768155e-153,0.315031763709604,"Increasing",TRUE
"PUF60",0.314830155832304,7.56193712281194e-155,3.49921758509563e-153,0.314830155832304,"Increasing",TRUE
"FKBP10",0.314811796053832,7.89621926733632e-155,3.64609611895594e-153,0.314811796053832,"Increasing",TRUE
"RPL10",0.314762703359873,8.86431942726237e-155,4.084391104971e-153,0.314762703359873,"Increasing",TRUE
"LAMTOR2",0.314668813389084,1.10580016773513e-154,5.08432800526726e-153,0.314668813389084,"Increasing",TRUE
"ARL6IP5",0.31443761951078,1.9054371037822e-154,8.74235579888183e-153,0.31443761951078,"Increasing",TRUE
"RPS9",0.314158901060146,3.66952289707325e-154,1.68005063147782e-152,0.314158901060146,"Increasing",TRUE
"AC020916.1",0.31410439536901,4.17092641698215e-154,1.9055754729595e-152,0.31410439536901,"Increasing",TRUE
"COMMD3",0.313903071336273,6.69239404994916e-154,3.05111045188611e-152,0.313903071336273,"Increasing",TRUE
"SERTAD4-AS1",0.313800806350513,8.50804370038122e-154,3.87071209189975e-152,0.313800806350513,"Increasing",TRUE
"HIGD2A",0.31362122371132,1.29656738018467e-153,5.88630695079637e-152,0.31362122371132,"Increasing",TRUE
"MEAF6",0.31356665950582,1.47353987949241e-153,6.67572259870669e-152,0.31356665950582,"Increasing",TRUE
"COX5B",0.313480089555102,1.80508821659841e-153,8.16066032650454e-152,0.313480089555102,"Increasing",TRUE
"EEF1B2",0.313344489366175,2.48023620234135e-153,1.11895416143208e-151,0.313344489366175,"Increasing",TRUE
"MRPS33",0.312934817119303,6.47081252784606e-153,2.91321372347403e-151,0.312934817119303,"Increasing",TRUE
"YWHAQ",0.312914711213659,6.78236416934692e-153,3.0471286839831e-151,0.312914711213659,"Increasing",TRUE
"NCBP2",0.312864150602376,7.63361557992753e-153,3.42245710958992e-151,0.312864150602376,"Increasing",TRUE
"HSBP1",0.312646008973675,1.27103846310791e-152,5.68677871382237e-151,0.312646008973675,"Increasing",TRUE
"PCNA",0.312579796120476,1.48365219859819e-152,6.62432314291466e-151,0.312579796120476,"Increasing",TRUE
"SERP1",0.312571052803269,1.51426181731121e-152,6.74705110764851e-151,0.312571052803269,"Increasing",TRUE
"TRAPPC4",0.312359476872133,2.48155130456209e-152,1.1034222981808e-150,0.312359476872133,"Increasing",TRUE
"JUNB",0.312289120037174,2.92429256598805e-152,1.29761729673515e-150,0.312289120037174,"Increasing",TRUE
"GNL2",0.312152182167159,4.02470262520215e-152,1.78225048628316e-150,0.312152182167159,"Increasing",TRUE
"CKS1B",0.31187881578802,7.61067420304526e-152,3.3633265752108e-150,0.31187881578802,"Increasing",TRUE
"ALDH16A1",0.31167038752085,1.23648118816039e-151,5.45313438288694e-150,0.31167038752085,"Increasing",TRUE
"CHCHD2",0.311348412301497,2.61478423408363e-151,1.15082458856512e-149,0.311348412301497,"Increasing",TRUE
"SRSF9",0.311314085527003,2.83196290449992e-151,1.24387638955779e-149,0.311314085527003,"Increasing",TRUE
"NDUFS2",0.311197860874182,3.71003491696096e-151,1.62624451431088e-149,0.311197860874182,"Increasing",TRUE
"TMED2",0.311166594679614,3.98953102901278e-151,1.74521792584952e-149,0.311166594679614,"Increasing",TRUE
"ASPG",0.311131110374236,4.33228097511573e-151,1.8913250883283e-149,0.311131110374236,"Increasing",TRUE
"FAM213A",0.310650407020821,1.32171773131834e-150,5.75853229310269e-149,0.310650407020821,"Increasing",TRUE
"MLEC",0.310165186668616,4.06624322831279e-150,1.76803855460442e-148,0.310165186668616,"Increasing",TRUE
"TFAM",0.309658345694028,1.3122285601546e-149,5.69422875199615e-148,0.309658345694028,"Increasing",TRUE
"PMP22",-0.309598713152339,1.5059420434064e-149,6.52172496152553e-148,0.309598713152339,"Decreasing",TRUE
"UNC50",0.30946015267929,2.07348654923547e-149,8.96160886579572e-148,0.30946015267929,"Increasing",TRUE
"HAT1",0.309441453668124,2.16490751676582e-149,9.33805417910368e-148,0.309441453668124,"Increasing",TRUE
"APH1A",0.309368983920858,2.55886726587837e-149,1.10153628716398e-147,0.309368983920858,"Increasing",TRUE
"MRPL39",0.309035290591777,5.52222894337942e-149,2.37247251424312e-147,0.309035290591777,"Increasing",TRUE
"MAGOH",0.308961009693739,6.55268266732766e-149,2.80959270716172e-147,0.308961009693739,"Increasing",TRUE
"EFNA4",0.308837691652284,8.70420473591762e-149,3.72471018501346e-147,0.308837691652284,"Increasing",TRUE
"TMEM59",0.30882858182546,8.88865334669898e-149,3.7961225063669e-147,0.30882858182546,"Increasing",TRUE
"ACTA2",-0.30874427807713,1.07918767237131e-148,4.59985120314479e-147,0.30874427807713,"Decreasing",TRUE
"ERBB3",0.308616110098811,1.44926148865749e-148,6.16506708068668e-147,0.308616110098811,"Increasing",TRUE
"PSMA3",0.308424384977759,2.25203545106736e-148,9.5611956969677e-147,0.308424384977759,"Increasing",TRUE
"RBM42",0.308412643740703,2.31362850511211e-148,9.80343372460251e-147,0.308412643740703,"Increasing",TRUE
"MRPL3",0.308026631536424,5.61377926108495e-148,2.37404637636097e-146,0.308026631536424,"Increasing",TRUE
"RPS26",0.308024148858921,5.64585044780556e-148,2.38294586283356e-146,0.308024148858921,"Increasing",TRUE
"PFDN4",0.307963513298765,6.48853213144705e-148,2.73327835010859e-146,0.307963513298765,"Increasing",TRUE
"ANAPC16",0.307962609337785,6.50200134584214e-148,2.73362352302818e-146,0.307962609337785,"Increasing",TRUE
"TEAD2",0.307758520153139,1.0382328394354e-147,4.35654595343668e-146,0.307758520153139,"Increasing",TRUE
"SELENOF",0.307661258214286,1.29747351651603e-147,5.43379897130068e-146,0.307661258214286,"Increasing",TRUE
"CD9",0.307520660195655,1.79047781767617e-147,7.48398948548974e-146,0.307520660195655,"Increasing",TRUE
"RPS10",0.307509629749891,1.83628060942206e-147,7.66062238795573e-146,0.307509629749891,"Increasing",TRUE
"HLA-DQA1",-0.307421788055555,2.24534597355793e-147,9.3491187839281e-146,0.307421788055555,"Decreasing",TRUE
"BIRC3",-0.307382980995121,2.45392322835831e-147,1.01979386470813e-145,0.307382980995121,"Decreasing",TRUE
"GPI",0.307333990576318,2.74507024910404e-147,1.13859823576081e-145,0.307333990576318,"Increasing",TRUE
"WRB",0.307326354010212,2.79346185643998e-147,1.15645039689019e-145,0.307326354010212,"Increasing",TRUE
"MTX2",0.307183129295833,3.87648888922019e-147,1.60173852573706e-145,0.307183129295833,"Increasing",TRUE
"UBB",0.306948670808988,6.62527428485063e-147,2.73229345984012e-145,0.306948670808988,"Increasing",TRUE
"NR1H2",0.306811899088975,9.05501085216771e-147,3.72721494314941e-145,0.306811899088975,"Increasing",TRUE
"CCT4",0.306431058779553,2.159334168186e-146,8.87133296093146e-145,0.306431058779553,"Increasing",TRUE
"KIN",0.306421441880401,2.20720846988669e-146,9.05081120194523e-145,0.306421441880401,"Increasing",TRUE
"PLAT",-0.306390472773633,2.36869549865276e-146,9.69460411475116e-145,0.306390472773633,"Decreasing",TRUE
"KIAA1324",0.306219410733265,3.498075131736e-146,1.42898683547855e-144,0.306219410733265,"Increasing",TRUE
